anio,entidad,grupo_etario,sexo,ansiedad,demencia,depresion,total,trastorno_bipolar,trastorno_discapacidad_intelectual,trastorno_estres_postraumatico,trastorno_espectro_autista,deficit_atencion_hiperactividad,trastorno_psicotico,trastorno_conducta_infancia_adolescencia,entidad_etq
2024,BAJA CALIFORNIA,20 A 29 A«?OS,HOMBRES,311,1,36,572,37,39,6,48,0,94,0,Baja California
2024,BAJA CALIFORNIA,20 A 29 A«?OS,MUJERES,717,0,99,954,34,39,12,18,0,35,0,Baja California
2024,BAJA CALIFORNIA,30 A 49 A«?OS,HOMBRES,445,1,40,888,96,78,8,7,0,213,0,Baja California
2024,BAJA CALIFORNIA,30 A 49 A«?OS,MUJERES,1178,2,116,1616,121,69,19,2,0,109,0,Baja California
2024,BAJA CALIFORNIA,5 A 9 A«?OS,HOMBRES,46,0,4,429,1,23,6,122,54,1,172,Baja California
2024,BAJA CALIFORNIA,5 A 9 A«?OS,MUJERES,45,0,3,226,0,26,1,49,20,0,82,Baja California
2024,BAJA CALIFORNIA,50 A 59 A«?OS,HOMBRES,187,3,15,349,26,36,3,0,0,79,0,Baja California
2024,BAJA CALIFORNIA,50 A 59 A«?OS,MUJERES,470,3,49,688,84,30,5,0,0,47,0,Baja California
2024,BAJA CALIFORNIA,60 A«?OS Y M«ÅS,HOMBRES,188,42,36,384,25,47,0,0,0,46,0,Baja California
2024,BAJA CALIFORNIA,60 A«?OS Y M«ÅS,MUJERES,376,82,81,655,35,40,2,0,0,39,0,Baja California
2024,BAJA CALIFORNIA SUR,10 A 14 A«?OS,HOMBRES,22,0,2,93,0,11,0,11,16,1,30,Baja California Sur
2024,BAJA CALIFORNIA SUR,10 A 14 A«?OS,MUJERES,62,0,22,122,0,8,0,5,6,0,19,Baja California Sur
2024,BAJA CALIFORNIA SUR,15 A 19 A«?OS,HOMBRES,17,0,9,56,5,6,1,4,3,7,4,Baja California Sur
